SesionID,Comision,NumeroSesion,Fecha,TotalAsistentes,TotalPresencial,TotalRemotos,TotalAusentes,Nombre,Asistencia,id
125,Subcomisión Reglamento Normas ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
125,Subcomisión Reglamento Normas ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
126,Subcomisión Reglamento Normas ,Sesión N° 3,2021-08-11T09:30:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
127,Subcomisión Reglamento Normas ,Sesión N° 4,2021-08-11T15:30:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
227,Subcomisión Reglamento Normas ,Sesión N° 5,2021-08-12T15:00:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Cubillos Sigall, Marcela",NO ASISTE,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Namor Kong, Guillermo",ASISTENCIA REMOTA,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Sepúlveda Hales, Bárbara",ASISTENCIA REMOTA,12
128,Subcomisión Reglamento Normas ,Sesión N° 6,2021-08-13T09:30:00,10,7,3,1,"Villena Narbona, Ingrid",ASISTENCIA REMOTA,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
129,Subcomisión Reglamento Normas ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
136,Subcomisión Reglamento Normas ,Sesión N° 8,2021-08-17T15:00:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
152,Subcomisión Reglamento Normas ,Sesión N° 9,2021-08-18T09:30:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
220,Subcomisión Reglamento Normas ,Sesión N° 10,2021-08-18T15:00:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Atria Lemaitre, Fernando",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Bravo Silva, Daniel",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Carrillo Vidal, Alondra",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Chahín Valenzuela, Fuad",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Cozzi Elzo, Ruggero",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Cubillos Sigall, Marcela",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Llanquileo Pilquimán, Natividad",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Montero Allende, Ricardo",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Namor Kong, Guillermo",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Sepúlveda Hales, Bárbara",ASISTENCIA PRESENCIAL,12
153,Subcomisión Reglamento Normas ,Sesión N° 11,2021-08-19T15:00:00,11,11,0,0,"Villena Narbona, Ingrid",ASISTENCIA PRESENCIAL,12
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Gómez Castro, Claudio",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Hube Portus, Constanza",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Martínez Llancapan, Helmuth",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
229,Subcomisión Reglamento Estructura ,Sesión N° 1,2021-08-09T15:30:00,11,11,0,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Gómez Castro, Claudio",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Hube Portus, Constanza",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Martínez Llancapan, Helmuth",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
230,Subcomisión Reglamento Estructura ,Sesión N° 2,2021-08-10T15:30:00,11,11,0,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Gómez Castro, Claudio",ASISTENCIA REMOTA,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Hube Portus, Constanza",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Martínez Llancapan, Helmuth",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
231,Subcomisión Reglamento Estructura ,Sesión N° 3,2021-08-11T15:30:00,11,10,1,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Gómez Castro, Claudio",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Hube Portus, Constanza",ASISTENCIA REMOTA,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Martínez Llancapan, Helmuth",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
232,Subcomisión Reglamento Estructura ,Sesión N° 4,2021-08-12T15:30:00,11,10,1,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Gómez Castro, Claudio",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Hube Portus, Constanza",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Martínez Llancapan, Helmuth",ASISTENCIA REMOTA,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
233,Subcomisión Reglamento Estructura ,Sesión N° 5,2021-08-13T09:30:00,11,10,1,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Catrileo Arias, Rosa",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Daza Carrasco, Mauricio",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Gómez Castro, Claudio",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Gutiérrez Gálvez, Hugo",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Hube Portus, Constanza",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Jiménez Cáceres, Luis",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Larraín Matte, Hernán",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Martínez Llancapan, Helmuth",ASISTENCIA REMOTA,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Meneses Palma, Janis",ASISTENCIA PRESENCIAL,21
234,Subcomisión Reglamento Estructura ,Sesión N° 6,2021-08-13T15:30:00,11,10,1,0,"Pustilnick Arditi, Tammy",ASISTENCIA PRESENCIAL,21
235,Subcomisión Reglamento Estructura ,Sesión N° 7,2021-08-16T15:30:00,11,11,0,0,"Alvez Marín, Amaya",ASISTENCIA PRESENCIAL,21
